Name,Gold_Medals,Silver_Medals,Bronze_Medals
Thierry Omeyer,2,1,0
John Thomas O'Neil,2,0,0
"Susan ""Susie"" O'Neill",2,4,2
Henri Jean Oreiller,2,0,1
Georgios D. Orfanidis,2,1,0
Harold Marion Osborn (Osborne-),2,0,0
Albina Lucy Charlotte Osipowich (-Van Aken),2,0,0
Micheline O. M. Ostermeyer (-Ghazarian),2,0,1
"Andreas ""Anderl"" Ostler",2,0,0
Sylke Otto,2,0,0
Jan Bo Otto Ottosson,2,0,0
Tatyana Nikolayevna Ovechkina (Kabayeva-),2,0,0
Darrell Owen Pace,2,1,0
Antonio Pacheco Mass,2,1,0
"Charles William ""Charley"" Paddock",2,2,0
Juan Padilla Alfonso,2,0,0
Malcolm George Page,2,0,0
Mariana Pajn Londoo,2,0,0
Umyar Abdullovich Mavlikhanov,2,0,1
Mihly Mayer,2,0,2
Boris Aleksandrovich Mayorov,2,0,0
"Klementina ""Tina"" Maze",2,2,0
Andrs Mazzali,2,0,0
Angelo Mazzoni,2,0,1
Franoise Mbango Etone,2,0,0
Katrina Felicia McClain (-Johnson),2,0,1
Francena Lynette McCorory,2,0,0
Angel Lajuane McCoughtry,2,0,0
Nikki Kensengane McCray,2,0,0
"Patrick Joseph ""Pat"" McDonald (McDonnell-)",2,1,0
Antonio Ricardo McKay,2,0,1
"Michael Scott ""Mike"" McKay",2,1,1
"Donald Ward ""Don"" McKenzie, Jr.",2,0,0
Josephine Eveline McKim (-Chalmers),2,0,1
Andrea Bario Mead-Lawrence,2,0,0
Anna Maree Devenish Meares,2,1,3
George Nicholas Mehnert,2,0,0
Katrin Meiner,2,0,1
Oussama Mellouli,2,0,1
Meng Guanliang,2,0,0
"James Edwin ""Ted"" Meredith",2,0,0
Karin Metze (-Ulbricht),2,0,0
Uwe-Jens Mey,2,1,0
Marcel Meyer de Stadelhofen,2,0,0
Ulrike Meyfarth (-Nasse),2,0,0
Ingrid Mickler-Becker (-Inglau),2,0,0
Mark Petrovich Midler,2,0,0
John Fredrik Mikaelsson,2,0,0
Boris Petrovich Mikhaylov,2,1,0
Meaghan Mikkelson,2,0,0
Igor Milanovi,2,0,0
Jearl Atawa Miles-Clark,2,1,0
"Shannon Lee Miller (-Phillips, -Falconetti)",2,2,3
Alice Mary Mills (-Tait),2,0,1
Edwin Archer Mills,2,1,0
Lavinia Corina Miloovici,2,1,3
DeLisha Lachell Milton-Jones,2,0,0
"Joonas ""Jonni"" Myyr",2,0,0
Rafael Nadal Parera,2,0,0
Marie-Theres Nadig,2,0,1
Tmea Nagy (-Varga),2,0,0
Daniel Narcisse,2,1,0
Jos Nasazzi Yarza,2,0,0
Rick McLaren Nash,2,0,0
Olga Vladimirovna Nazarova,2,0,1
Armen Lyudvikovich Nazaryan,2,0,1
Josef Carl Peter Neckermann,2,2,2
Zoltn Nemere,2,0,0
Ferenc Nmeth,2,0,0
Jnos (James) Nmeth,2,0,0
Karl Neukirch,2,0,0
Magdalena Neuner (-Holzer),2,1,0
Lars Nieberg,2,0,0
Lorenz Nieberl,2,0,0
Scott Niedermayer,2,0,0
Ingar H. Nielsen,2,0,0
Toni Markus Nieminen,2,0,1
Ari-Pekka Nikkola,2,0,0
Marharyta Mykolavna Nikolaieva (Petrova-),2,0,0
Anette Charlotte Norberg,2,0,0
Axel Nordlander,2,0,0
Hans Theodor Nordvik (Torbergsen-),2,0,0
Karl Axel Patrik Norling,2,0,1
"Petter Northug, Jr.",2,1,1
Dezs Novk,2,0,1
Igor Novikov,2,2,0
Olga Nikolayevna Novokshchenova,2,0,0
Andr Alfons Noyelle,2,0,0
Tonje Nstvold,2,0,0
"Lawrence Adam ""Larry"" Nuesslein",2,1,2
Mauro Numa,2,0,0
Zoltn Magyar,2,0,1
Hermann Maier,2,1,1
Clover Margaret Maitland,2,0,0
Tomasz Majewski,2,0,0
Tetiana Ivanivna Makarets-Kocherhina,2,0,0
Sergey Mikhaylovich Makarov,2,1,0
"Henry William ""Harry"" Mallin",2,0,0
Hkan Malmrot,2,0,0
Karl Malone,2,0,0
Aleksandr Nikolayevich Maltsev,2,1,0
Viktor Fyodorovich Mamatov,2,0,0
Ilgar Yashar-ogly Mamedov,2,0,0
Ferdinando Mandrini,2,0,0
"Lorenzo ""Renzo"" Mangiante",2,0,0
Tamara Ivanovna Manina,2,3,1
Julius Carl Fritz Manteuffel,2,0,0
Simone Ashley Manuel,2,2,0
Humberto Mariles Corts,2,0,1
Viktor Fyodorovich Markin,2,0,0
Klmn Markovits de Spizza et Kisterpest,2,0,1
Patrick Denis Marleau,2,0,0
"Michael Lawrence ""Mike"" Marsh",2,1,0
Michal Martikn,2,2,1
Jnos Martinek,2,0,1
Francesco Martino,2,0,0
Gustavo Marzi,2,5,0
Daniele Masala,2,1,0
Javier Alejandro Mascherano,2,0,0
Nicols Alejandro Mass Fried,2,0,0
Svetlana Aleksandrovna Masterkova,2,0,0
Courtney Lynn Kaiulani  Mathewson,2,0,0
"Robert Bruce ""Bob"" Mathias",2,0,0
Valter Matoevi,2,0,0
"Vincent Edward ""Vince"" Matthews",2,0,0
Algernon Maudslay,2,0,0
Renata Magorzata Mauer-Raska,2,0,1
Maurcio Camargo Lima,2,0,0
Yevgeny Dmitriyevich Mishakov,2,0,0
Takashi Mitsukuri,2,0,0
"Rosemarie ""Rosi"" Mittermaier (-Neureuther)",2,1,0
Yoshinobu Miyake,2,1,0
Yasuji Miyazaki,2,0,0
Diana Iuliana Mocanu,2,0,0
Edward Russell Mockridge,2,0,0
Andrey Sergeyevich Moiseyev,2,0,0
Georgy Grigoryevich Mondzolevsky,2,0,0
Jessica Monroe (-Gonin),2,1,0
Eugenio Monti,2,2,2
Maya April Moore,2,0,0
Lon Ernest Moreaux,2,2,3
"Lawrence Robert ""Laurie"" Morgan",2,0,0
Helmer Fredrik Gustafsson Mrner,2,0,0
"Jennifer Lynn ""Jenny"" Morris",2,0,0
Karin rnhj Mortensen,2,0,0
Edwin Corley Moses,2,0,1
Heather Moyse,2,0,0
Manuela Mucke,2,0,0
"Maximillian ""Max"" Mller",2,0,0
"Christopher Paul ""Chris"" Mullin",2,0,0
Kristina Mundt (-Richter),2,0,0
Sofiya Ivanovna Muratova (Poduzdova-),2,2,4
Vladimir Pavlovich Muravyov,2,0,0
Loren Murchison,2,0,0
"Andrew Barron ""Andy"" Murray",2,1,0
Eric Gordon Murray,2,0,0
Meghan Musnicki,2,0,0
Aliya Farkhatovna Mustafina,2,2,3
Barbara Pearl Jones (-Slater),2,0,0
"Benjamin ""Ben"" Jones",2,1,0
Cullen Andrew Jones,2,2,0
Jade Louise Jones,2,0,0
Pierre Jonqures d'Oriola,2,2,0
Ulf Peter Jrgen Jnsson,2,0,0
Per Anders Kenny Jnsson,2,0,0
Michael Jeffrey Jordan,2,0,0
Shaun M. Jordan,2,0,0
Andr Ren Jousseaum,2,2,1
"Richard John ""Dick"" Joyce",2,0,0
Alberto Juantorena Danger,2,0,0
Nicolae Juravschi,2,1,0
Aleksandr Sergeyevich Kabanov,2,0,0
Yekaterina Illarionovna Kalinchuk (Dyomina-),2,1,0
Lidiya Gavrilovna Kalinina-Ivanova,2,0,1
Elena Kalisk,2,0,0
Marina Charlotte Kalla,2,3,0
Yevgeniya Olegovna Kanayeva,2,0,0
Tivadar Kanizsa,2,0,1
Nikola Karabatic,2,1,0
Daouda Karabou,2,0,0
Larysa Oleksandrivna Karlova,2,0,1
Ulrich Karnatz,2,0,0
Aleksey Viktorovich Kasatonov,2,1,0
Hari Pal Kaushik,2,0,0
Warren Daniels Kealoha,2,0,0
"Kipchoge Hezekieh ""Kip"" Keino",2,2,0
Duncan Keith,2,0,0
Emil Kellenberger,2,1,0
Erhard Keller,2,0,0
Klete D. Keller,2,1,2
"Michael ""Mike"" Kelly",2,0,0
Ezekiel Kemboi Cheboi,2,0,0
Heike Kemmer,2,0,1
Makharbek Khazbiyevich Khadartsev,2,1,0
Valery Borisovich Kharlamov,2,1,0
Yekaterina Anatolyevna Khodotovich-Karsten,2,1,2
Svetlana Vasilyevna Khorkina,2,4,1
Jason Frederick Kidd,2,0,0
Kim Dong-Mun,2,0,1
Kim Gyeong-Uk,2,0,0
Kim Il-Ong,2,0,0
Kim So-Hui,2,0,1
Kim Yun-Mi,2,0,0
Mario Csar Kindeln Mesa,2,0,0
Orestes Kindeln Olivares,2,1,0
Lilly King,2,0,0
Roger Nona Kingdom,2,0,0
"Clarence Brickwood ""Clarrie"" Kingsbury",2,0,0
Gina Kingsbury,2,0,0
"Ulrich Gnter Hermann ""Uli"" Kirchhoff",2,0,0
Grigory Anatolyevich Kiriyenko,2,0,0
Oliver Leonard Kirk,2,0,0
Morris Marshall Kirksey,2,1,0
Petar Kirov,2,0,0
Tanyu Khristov Kiryakov,2,0,1
Ivan Mikhaylovich Kizimov,2,1,1
Lotte Faldborg Kirskou,2,0,0
Tonje Kjrgaard (-Petersen),2,0,0
Michael George Klim,2,3,1
Ingrid Klimke (-Busacker),2,1,0
Christiane Knetsch-Kpke,2,0,0
Rita Kbn,2,3,1
Andreas Kofler,2,1,0
Thomas Khler,2,1,0
George Harold Kojac,2,0,0
Vin Anselmi Kokkinen,2,0,0
Claudia Anne Kolb,2,1,0
Oleksandr Leonidovych Kolchynskiy,2,0,0
Janne Kolling (-Johannesen),2,0,0
Gyrgy Kolonics,2,0,2
Kong Linghui,2,1,0
Ford Hiroshi Konno,2,2,0
Takanori Kono,2,1,0
"Tamio ""Tommy"" Kono",2,1,0
Viktor Sergeyevich Konovalenko,2,0,0
Magnus Andreas Thulstrup Clasen Konow,2,1,0
Sergey Viktorovich Koplyakov,2,2,0
Kerstin Kppen (Kosbab-),2,0,0
Paul-Peter Hildgartner,2,1,0
tpnka Hilgertov (Prokov-),2,0,0
Albert George Hill,2,1,0
Georg Otto Hilmar,2,0,0
Philip Hindes,2,0,0
"James Ray ""Jim"" Hines",2,0,0
Egbert Hirschfelder,2,0,0
George Ritchie Hodgson,2,0,0
Anette Hoffmann-Mberg,2,0,0
Josef Holeek,2,0,0
Tore Anton Holm,2,0,2
Torsten Oswald Magnus Holmberg,2,0,1
"Andrew John ""Andy"" Holmes",2,0,1
Kelly Holmes,2,0,1
Volodymyr Stepanovych Holubnychiy,2,1,1
Ioni Olga Homeghi-Bularda,2,1,1
Mrton Homonnai (Hlavacsek-),2,1,0
Ellen Marijn Hoog,2,1,0
Wolfgang Hoppe,2,3,1
Ernst Heinrich Hoppenberg,2,0,0
Silke Hrner (-Schuck),2,0,1
Mariya Kindrativna Horokhovska,2,5,0
Gbor Horvth,2,1,0
Louis Hostin,2,1,0
"William Marion ""Bill"" Hougland",2,0,0
Gregor Hradetzky,2,0,0
Huang Xu,2,0,0
Angela Khalia Hucles,2,0,0
"Joseph Bernard ""Joe"" Hudepohl",2,0,1
Justin Grant Huish,2,0,0
Sarina Hlsenbeck (-Fischer),2,0,0
Frederick Harkness Humphreys,2,1,0
Kaillie Humphries (Simondson-),2,0,0
Daniela Hunger,2,1,3
Tetiana Kostiantynivna Hutsu,2,1,1
Hwang Gyeong-Seon,2,0,1
Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla,2,0,0
Gary Steven Ilman,2,0,0
Ilya Aleksandrovich Ilyin,2,0,0
Im Dong-Hyeon,2,0,1
Lin Dan,2,0,0
Lin Li,2,2,1
Lin Yue,2,0,0
Omar Linares Izquierdo,2,1,0
Bjrn Johan Lind,2,0,0
Caroline Lind,2,0,0
Eva Cathrine Lindahl (Norberg-),2,0,0
Andreas Linger,2,1,0
Wolfgang Linger,2,1,0
Pentti Tapio Aleksi Linnosvuo (Lindroos-),2,1,0
"Liselott Linsenhoff (Schindling-, -Rheinberger)",2,2,1
Alexandre Auguste Lippmann,2,2,1
Liu Chunhong,2,0,0
Liu Guoliang,2,1,1
Matija Ljubek,2,1,1
Joan Llaneras Rossell,2,2,0
Carli Anne Lloyd (-Hollins),2,0,0
Danyon Joseph Loader,2,1,0
Tatyana Yuryevna Logunova,2,0,1
"Gabriele ""Gabi"" Lohs-Khn",2,0,0
Vasyl Anatoliyovich Lomachenko,2,0,0
"Abraham Robertus ""Bram"" Lomans",2,0,0
Long Qingquan,2,0,0
Steven Lopez,2,0,1
Venio Losert,2,0,1
Lou Yun,2,2,1
Douglas Gordon Arthur Lowe,2,0,0
Francesco Loy,2,0,0
Vittorio Lucchetti,2,0,0
Frank Luck,2,3,0
Jrg Lucke,2,0,0
Eva Maria Lund (-Eriksson),2,0,0
Fred Brre Lundberg,2,2,0
Kristine Lunde-Borgersen,2,0,1
ke Lundeberg,2,1,0
"Stephen K. ""Steve"" Lundquist",2,0,0
"Johan August ""ge"" Lundstrm",2,1,0
Bo Hilding Martin Lundstrm,2,0,1
Roberto Luongo,2,0,0
Deni Lui,2,0,0
Vladimir Yakovlevich Lutchenko,2,0,0
Manuela Lutze,2,0,1
Tetiana Feliksivna Lysenko,2,0,1
Tamara Alekseyevna Lyukhina-Zamotaylova,2,0,2
Valery Viktorovich Lyukin,2,2,0
Eugen Mack,2,4,2
"Rosannagh ""Rosie"" MacLennan",2,0,0
Carla MacLeod,2,0,0
Norbert Madaras,2,0,0
"Elizabeth ""Beezie"" Madden (Patton-)",2,1,1
Lars Jrgen Madsen,2,2,1
Vincenzo Maenza,2,1,0
Wolfgang Mager,2,0,0
Oliver Korn,2,0,0
"Margit Korondi (Kronstein-, -Plachy, -Szalay)",2,2,4
Justyna Kowalczyk,2,1,2
Kerstin Kowalski-El-Qalqili,2,0,0
Aleksandr Viktorovich Kozhevnikov,2,0,0
Istvn Kozma,2,0,0
Stefan Kraue,2,1,1
Igor Aleksandrovich Kravchuk,2,1,1
Petra Kronberger,2,0,0
Nikolay Konstantinovich Kruglov,2,0,0
Vladimir Yevgenyevich Krutov,2,1,0
Ku Bon-Chan,2,0,0
Tomasz Bogusaw Kucharski,2,0,0
Nataliya Aleksandrovna Kuchinskaya (-Kotlyar),2,0,2
Vasily Aleksandrovich Kudinov,2,0,1
Jerzy Zdzisaw Kulej,2,0,0
Amir Chand Kumar,2,0,0
Claudia Knzel-Nystad,2,3,1
"Robert Albert ""Bob"" Kurland",2,0,0
Aleksandr Nikolayevich Kurlovich,2,0,0
Volodymyr Petrovych Kuts,2,0,0
Anastasia Vladimirovna Kuzmina (Shipulina-),2,1,0
Andr Labatut,2,2,0
mile Henri Lachapelle,2,0,0
Ethel Minnie Lackie (-Watkins),2,0,0
Boris Nikolayevich Lagutin,2,0,1
Raghbir Lal Sharma,2,0,0
Jean-Franois Lamour,2,1,2
Haley Lyn Irwin,2,0,0
Svetlana Irekovna Ishmuratova,2,0,1
Yelena Gadzhiyevna Isinbayeva,2,0,1
Volmari Fritijof Iso-Hollo (Hollo-),2,1,1
Sandra Raluca Izbaa,2,0,2
Lilia Izquierdo Aguirre,2,0,0
Marjorie Jackson (-Nelson),2,0,0
Lisa Rae Jacob,2,0,0
"Christopher Charles ""Chris"" Jacobs",2,1,0
Jean Lucien Nicolas Jacoby,2,0,0
Sayed Muhammad Jaffar,2,0,0
Irving Warren Jaffee,2,0,0
Harald Jhrling,2,0,0
Bernd Jkel,2,0,0
LeBron Raymone James,2,0,1
"Thomas Watkin ""Tom"" James",2,0,0
Jang Yong-Ho,2,1,0
"Franciscus Ronaldus Maria ""Ronald"" Jansen",2,0,1
Karin Janz (-Bttner),2,3,2
"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres",2,0,0
Erik Alexander Jazet,2,1,0
Fabrice Jeannet,2,1,0
Jrme Jeannet,2,0,0
Lszl Jeney,2,1,1
"Charles Lamont ""Charlie"" Jenkins, Sr.",2,0,0
Poul Richard Hj Jensen,2,0,0
Sren Marinus Jensen,2,0,2
Trude Jochum-Beiser,2,1,0
Knut Johannesen,2,2,1
Kari Mette Johansen,2,0,0
Claes Edvin Johanson,2,0,0
Carl Hugo Johansson,2,0,3
David Charles Johnson,2,0,0
Jenna Leigh Johnson,2,1,0
William Roy Johnson,2,0,0
Rebecca Ann Johnston,2,0,0
Sven Axel Richard Landberg,2,0,0
Bernd Landvoigt,2,0,1
Jrg Landvoigt,2,0,1
"Frederick Claude Vivian ""Fred"" Lane",2,0,0
Thomas Lange,2,0,1
Christoph Langen,2,0,2
Martial Guy Lapbie,2,1,0
Igor Nikolayevich Larionov,2,0,1
George Edward Larner,2,0,0
"Michael Denny ""Mike"" Larrabee",2,0,0
Eirik Vers Larsen,2,1,1
Karl Gunnar Larsson,2,0,0
Jacques Vital Lucien Lataste,2,1,0
Jutta Lau,2,0,0
Nataliya Aleksandrovna Lavrova,2,0,0
Shankar Pillay Laxman,2,1,0
Pedro Luis Lazo Iglesias,2,2,0
Jacques le Lavasseur,2,0,0
Catriona Ann Le May Doan,2,0,1
Pavel Serafimovich Lednyov,2,2,3
Lee Jeong-Su,2,1,0
"Samuel ""Sammy"" Lee",2,0,1
Lee Sang-Hwa,2,0,0
Lee Seong-Jin,2,1,0
Waldemar Legie,2,0,0
Jens Lehmann,2,2,0
Eero Reino Lehtonen,2,0,0
Suzanne Rachel Flore Lenglen,2,0,1
Julius Lenhart,2,1,0
Galina Aleksandrovna Leontyeva (Yelnitskaya-),2,0,0
Mario Lertora,2,0,1
Franois Xavier Edmond Marie Lesage,2,0,1
Li Na,2,1,1
Li Ting,2,0,0
Li Xiaoshuang,2,3,1
Sigve Lie,2,0,0
"Theodore Sharp ""Ted"" Ligety",2,0,0
Heikki Liimatainen,2,0,1
Kristine Marie Lilly (-Heavey),2,1,0
Brenda Susan Taylor,2,0,0
Christian Taylor,2,0,0
Levan Tediashvili,2,0,0
Jorien ter Mors,2,0,0
Walter Beardsley Tewksbury,2,2,1
Thasa Daher de Menezes,2,0,0
David Egmont Theile,2,1,0
Fritz Thiedemann,2,0,2
Geraint Howell Thomas,2,0,0
Alan Blair Thompson,2,0,0
"Francis Morgan ""Daley"" Thompson",2,0,0
Elaine Thompson,2,1,0
Tina Marie Thompson,2,0,0
Peter Thomsen,2,0,0
Earl Foster Thomson,2,3,0
Andreas Thorkildsen,2,0,0
Isaac Thomas Thornycroft,2,0,0
"James Francis ""Jim"" Thorpe",2,0,0
Thor Thorvaldsen,2,0,0
"Petra Thmer (-Deckert, -Katzur)",2,0,0
Tian Liang,2,1,1
Tamara Ivanovna Tikhonova,2,1,0
"Steven Dennis ""Steve"" Timmons",2,0,1
Aleksandr Ivanovich Timoshinin,2,0,0
Aleksey Viktorovich Tishchenko,2,0,0
Davide Tizzano,2,0,0
Aleksandr Vasilyevich Tkachov,2,1,0
Mark James Todd,2,1,3
Jonathan Bryan Toews,2,0,0
"Thomas Edward ""Eddie"" Tolan, Jr.",2,0,0
Liane Marianne Tooth,2,0,0
Ferenc Trk,2,0,1
Pter Tth,2,0,1
Maksim Leonidovich Trankov,2,0,0
Franois-Louis Tremblay,2,2,1
Pierre Trentin,2,0,2
Pascale Marie Odette Marcelle Trinquet-Hachin,2,0,1
"De'Hashia Tonnek ""DeeDee"" Trotter",2,0,1
"Michael Francis ""Mike"" Troy",2,0,0
Shirley Ann Robertson (-Boag),2,0,0
"Carl Joseph Robie, III",2,1,0
"Elizabeth M. ""Betty"" Robinson (-Schwartz)",2,1,0
David Maurice Robinson,2,0,1
Conrad Karl Rderer,2,0,0
Amy Joy Rodriguez (-Shilling),2,0,0
Frank-Peter Roetsch,2,1,0
Annette Joan Rogers (-Kelly),2,0,0
Gillian Rolton,2,0,0
Nina Apollonovna Romashkova-Ponomaryova,2,0,1
Hinrich Peter Romeike,2,0,0
Igor Anatolyevich Romishevsky,2,0,0
Gianni Petrus Cornelis Romme,2,1,0
Adrien Gry Rommel,2,0,0
Sven Axel Arigo Rosn,2,0,0
"Heidemarie ""Heide"" Rosendahl (-Ecker)",2,1,0
Richard Rstel,2,0,0
Monica Rou,2,0,0
Christa Rothenburger-Luding,2,2,1
Leon Rotman,2,0,1
Joanna Katie Rowsell Shand,2,0,0
Jon Rnningen,2,0,0
"Joseph Aloysius ""Joe"" Ruddy, Sr.",2,0,0
David Lekuta Rudisha,2,0,0
Frank Rhle,2,0,0
Yumilka Ruz Luaces,2,0,1
Tracie Lehuanani Ruiz-Conforto,2,1,0
Angel Rupien (Janknait-),2,0,0
"Willem ""Wim"" Ruska",2,0,0
"Douglas Albert ""Doug"" Russell",2,0,0
Katrin Rutschow-Stomporowski,2,0,1
Birger Johannes Ruud,2,1,0
Inna Valeryevna Ryskal,2,2,0
Elvira Fuadovna Saadi,2,0,0
Aleksanteri Saarvala (Schabarin-),2,0,1
Evi Sachenbacher-Stehle,2,3,0
Hadi Saei Bonehkohal,2,0,1
Hitoshi Saito,2,0,0
Oleg Elekpayevich Saitov,2,0,1
Roza Galyamovna Salikhova,2,0,0
Arkadiusz Skrzypaszek,2,0,0
"Colby Edmund ""Babe"" Slater",2,0,0
Franke Sloothaak,2,0,1
Kristina migun-Vhi,2,1,0
"William Melvin ""Bill"" Smith, Jr.",2,0,0
John William Smith,2,0,0
Michele Mary Smith,2,0,0
Nina Nikolayevna Smoleyeva (-Nikitina),2,1,0
James Howard Snook,2,0,0
Gril Snorroeggen,2,0,0
Vyacheslav Georgiyevich Sobchenko,2,0,0
"Kathryn Michele ""Kate"" Sobrero-Markgraf",2,1,0
Magnar Solberg,2,1,0
Hope Amelia Solo (-Stevens),2,0,0
John Emil Srenson,2,0,0
Jana Sorgers (-Rau),2,0,0
Joan Arlene Spillane,2,0,0
Georg Spohr,2,0,0
Barbora potkov,2,0,1
ric Claude Franois Srecki,2,1,1
"Andrew William ""Andy"" Stanfield",2,1,0
Heather Mary Stanning,2,0,0
Sergey Viktorovich Starikov,2,1,0
Anatoly Vasilevich Starostin,2,1,0
"Katherine ""Kate"" Starre",2,0,0
Vyacheslav Ivanovich Starshinov,2,0,0
Mario Stecher,2,0,2
Britta Steffen,2,0,1
"Margaret Ann ""Maggie"" Steffens",2,0,0
Hans-Peter Steinacher,2,0,0
Barnabs Steinmetz,2,0,0
Manuela Stellmach (-Schubert),2,0,2
Igor Anatolyevich Stelnov,2,0,0
Jan Ingemar Stenmark,2,0,1
Helen Herring Stephens,2,0,0
"Gillian ""Jill"" Sterkel",2,0,2
"Melvin ""Mel"" Stewart (-Monroe)",2,0,1
Erika Salume,2,0,0
Luigi Paolo Salvi,2,0,0
Ulla Salzgeber (Helbing-),2,1,1
Flix Snchez Marcelo,2,0,0
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",2,1,1
Mikls Srkny,2,0,0
Tatyana Filippovna Sarycheva,2,0,0
"David Patrick ""Dave"" Saunders",2,0,0
Dmitry Ivanovich Sautin,2,2,4
Heikki Ilmari Savolainen,2,1,6
Hctor Pedro Scarone Beretta,2,0,0
Karl Martin Alois Schfer,2,0,0
Martin Schaudt,2,0,0
Dietmar Schauerhammer,2,1,0
Robert Scheidt,2,2,1
"Jessicah Lee ""Jess"" Schipper",2,0,2
Evelin Schlaak-Jahl (-Herberg),2,0,0
"Melanie Rene ""Mel"" Schlanger (-Wright)",2,2,1
Arnd Rdiger Schmitt,2,1,0
Pl Schmitt,2,0,0
Philipp Schoch,2,0,0
Alwin Schockemhle,2,1,1
Jackson Volney Scholz,2,1,0
"Rudolph John ""Rudy"" Scholz",2,0,0
Lauritz Schoof,2,0,0
"Richard Alan ""Rich"" Schroeder",2,0,0
Dieter Schubert,2,0,0
Anett Schuck,2,0,0
Fritz Richard Gustav Schuft,2,0,0
Carolyn Jane Schuler,2,0,0
Karl Schulze,2,0,0
Bradley Darrell Schumacher,2,0,0
Gnther Schumacher,2,0,0
Antonio Scull Hernndez,2,1,0
Briana Collette Scurry,2,0,0
Emily Jane Seebohm,2,3,0
Melissa Seidemann,2,0,0
Peter Seisenbacher,2,0,0
Ujana Semjonova,2,0,0
Stefan Semmler,2,0,0
Antonina Aleksandrovna Seredina,2,0,1
Vladimir Nikolayevich Shadrin,2,0,0
Hrant Shahinyan,2,2,0
Oleksandr Maksymovych Shaparenko,2,1,0
Nataliya Vitalyevna Shaposhnikova (-Sut),2,0,2
Sergey Aleksandrovich Sharikov,2,1,1
Rustam Khalimdzhanovych Sharipov,2,0,1
"John Amos ""Jack"" Shea",2,0,0
Courtney Amanda Shealy (-Hart),2,0,0
Sheilla Tavares de Castro Blassioli,2,0,0
John James Shepherd,2,1,0
Nataliya Leonidivna Sherstiuk-Tymoshkina,2,0,0
Shi Tingmao,2,0,0
Shi Zhiyong,2,0,0
Claressa Maria Shields,2,0,0
Alla Anatolyevna Shishkina,2,0,0
Anna Vladimirovna Shorina,2,0,0
Stanley Howard Shoveller,2,0,0
Yelena Lvovna Shushunova,2,1,1
Nadezhda Aleksandrovna Shuvayeva-Olkhova (-Baranova),2,0,0
Eduard Fyodorovich Sibiryakov,2,0,0
Yuriy Heorhiyovych Siedykh,2,1,0
Sim Gwon-Ho,2,0,0
Toma Simionov,2,1,0
"Grahanandan Nandy ""G. Nandy"" Singh",2,0,0
Kunwar Digvijay Singh,2,0,0
Roop Singh Bais,2,0,0
Yury Fyodorovich Sisikin,2,2,0
Sven-Olov Isak Sjdelius,2,0,0
"Nicholas David ""Nick"" Skelton",2,0,0
Kristen Skjeldal,2,0,1
Boyan Aleksandrov Radev,2,0,0
Benjamin Raich,2,0,2
Mark Semyonovich Rakita,2,2,0
Robeisy Eloy Ramrez Carrazana,2,0,0
Maurizio Randazzo,2,0,0
Lene Rantala,2,0,0
Eino Rastas,2,0,0
Emil A. Rausch,2,1,1
Bernard Boverton Redwood,2,0,0
Charles Decker Reidpath,2,0,0
Thomas Reineck,2,0,0
Ildik Rejt-Ujlaky-Sgi,2,3,2
Lindy John Remigino,2,0,0
Max Rendschmidt,2,0,0
Victor Iosifovich Reneischi,2,1,0
"Stephen Karl ""Steve"" Rerych",2,0,0
Mark Jeffrey Reynolds,2,1,0
Hossein Reza Zadeh,2,0,0
Valery Grigoryevich Rezantsev,2,0,0
George Vincent Rhoden,2,0,0
Philippe Claude Riboud,2,2,2
"Robert Eugene ""Bob"" Richards",2,0,1
"Vincent ""Vinnie"" Richards",2,1,0
"Dorothy Gay ""Dot"" Richardson",2,0,0
Jan Olof Daniel Richardsson,2,0,1
Annegret Richter (Irrgang-),2,2,0
Ilona Richter (-Drfel),2,0,0
Johan Cornelius Richthoff,2,0,0
Linn-Kristin Ullevoldster Riegelhuth Koren,2,0,1
"Nicolaas Hessel ""Nico"" Rienks",2,0,1
Guillermo Rigondeaux Ortz,2,0,0
Rim Jong-Sim,2,0,0
"John Thomas ""Jack"" Rimmer",2,0,0
Teddy Pierre-Marie Riner,2,0,1
"Carl August Ringvold, Sr.",2,0,0
Hans Rinn,2,0,1
"Walter Stephen ""Wally"" Ris",2,0,0
Kamil Wiktor Stoch,2,0,0
John Houston Stockton,2,0,0
Mris trombergs,2,0,0
Ludwig Fritz Ernst Stubbendorff,2,0,0
Olga Leonidovna Sukharnova,2,0,0
Vicky Sunohara,2,1,0
Anna Maria Svrd-Le Moine (Bergstrm-),2,0,0
Karl-Johan Svensson (Sarland),2,0,0
Johan Rudolf Svensson,2,2,0
German Aleksandrovich Sveshnikov,2,1,0
Robert Sycz,2,0,0
Shannon Lynn Szabados,2,0,0
Bence Szab,2,2,0
ron Szilgyi,2,0,0
"Istvn Szivs, Sr.",2,1,0
Jzef Szmidt (-Schmidt),2,0,0
"Katalin Szke (Homonnai-, -Markovits, -Domjan)",2,0,0
Georges Charles Armand Tainturier,2,0,0
Armas Rudolf Taipale,2,1,0
Kroly Takcs,2,0,0
Angela Tama-Alupei,2,0,0
Ryoko Tamura-Tani,2,2,1
Ayumi Tanimoto,2,0,0
Carlyle Carrol Tapsell,2,0,0
Lindsay Ann Tarpley (-Snow),2,0,0
Cyrille C. Verbrugge,2,0,0
